company	date	sentiment	time
UPS	Sep-12	0.187453373	2012-09
UPS	Oct-12	0.189644367	2012-10
UPS	Nov-12	0.199857709	2012-11
UPS	Dec-12	0.246583495	2012-12
UPS	Jan-13	0.224052934	2013-01
UPS	Feb-13	0.246376673	2013-02
UPS	Mar-13	0.166986291	2013-03
UPS	Apr-13	0.214718581	2013-04
UPS	May-13	0.136290848	2013-05
UPS	Jun-13	0.20003081	2013-06
UPS	Jul-13	0.154346298	2013-07
UPS	Aug-13	0.199521799	2013-08
UPS	Sep-13	0.148510803	2013-09
UPS	Oct-13	0.161867341	2013-10
UPS	Nov-13	0.105778934	2013-11
UPS	Dec-13	0.029361968	2013-12
UPS	Jan-14	0.075618598	2014-01
UPS	Feb-14	0.049314119	2014-02
UPS	Mar-14	-0.069967347	2014-03
UPS	Apr-14	0.080577719	2014-04
UPS	May-14	0.095177208	2014-05
UPS	Jun-14	0.106188077	2014-06
UPS	Jul-14	0.088790713	2014-07
UPS	Aug-14	0.083971727	2014-08
UPS	Sep-14	0.061896598	2014-09
UPS	Oct-14	0.079627355	2014-10
UPS	Nov-14	0.148278832	2014-11
UPS	Dec-14	0.142161366	2014-12
UPS	Jan-15	0.067617017	2015-01
UPS	Feb-15	0.073115544	2015-02
UPS	Mar-15	0.078947281	2015-03
UPS	Apr-15	0.112857966	2015-04
UPS	May-15	0.119980236	2015-05
UPS	Jun-15	0.096220364	2015-06
UPS	Jul-15	0.105125254	2015-07
UPS	Aug-15	0.125414779	2015-08
UPS	Sep-15	0.130340797	2015-09
UPS	Oct-15	0.104428741	2015-10
UPS	Nov-15	0.106192115	2015-11
UPS	Dec-15	0.070906557	2015-12
UPS	Jan-16	0.078009168	2016-01
UPS	Feb-16	0.15709029	2016-02
UPS	Mar-16	0.156256911	2016-03
UPS	Apr-16	0.159250426	2016-04
UPS	May-16	0.134388395	2016-05
UPS	Jun-16	0.112425957	2016-06
UPS	Jul-16	0.285062518	2016-07
UPS	Aug-16	0.12542149	2016-08
UPS	Sep-16	0.146355214	2016-09
UPS	Oct-16	0.12523425	2016-10
UPS	Nov-16	0.129151428	2016-11
UPS	Dec-16	0.088944989	2016-12
UPS	Jan-17	0.143232306	2017-01
UPS	Feb-17	0.166918575	2017-02
UPS	Mar-17	0.145952072	2017-03
UPS	Apr-17	0.157776848	2017-04
UPS	May-17	0.161250869	2017-05
UPS	Jun-17	0.145913618	2017-06
UPS	Jul-17	0.100206045	2017-07
UPS	Aug-17	0.131079988	2017-08
UPS	Sep-17	0.102633431	2017-09
UPS	Oct-17	0.166932453	2017-10
UPS	Nov-17	0.129202035	2017-11
UPS	Dec-17	0.054610364	2017-12
UPS	Jan-18	0.092509838	2018-01
UPS	Feb-18	0.147250446	2018-02
UPS	Mar-18	0.139293594	2018-03
UPS	Apr-18	0.156247936	2018-04
UPS	May-18	0.145201577	2018-05
UPS	Jun-18	0.149138362	2018-06
UPS	Jul-18	0.128729002	2018-07
UPS	Aug-18	0.11425617	2018-08
UPS	Sep-18	0.1131261	2018-09
UPS	Oct-18	0.139476658	2018-10
UPS	Nov-18	0.082694473	2018-11
UPS	Dec-18	0.085227884	2018-12
UPS	Jan-19	0.077168132	2019-01
UPS	Feb-19	0.111571863	2019-02
UPS	Mar-19	0.078261427	2019-03
UPS	Apr-19	0.147016571	2019-04
UPS	May-19	0.087055692	2019-05
UPS	Jun-19	0.091073096	2019-06
UPS	Jul-19	0.084812798	2019-07
UPS	Aug-19	0.111773898	2019-08
UPS	Sep-19	0.065560124	2019-09
UPS	Oct-19	0.123701742	2019-10
UPS	Nov-19	0.066538354	2019-11
UPS	Dec-19	0.051028179	2019-12
UPS	Jan-20	0.072695526	2020-01
UPS	Feb-20	0.083681185	2020-02
UPS	Mar-20	0.068580492	2020-03
UPS	Apr-20	0.12456398	2020-04
URI	Mar-09	0.166666667	2009-03
URI	Apr-09	0.8	2009-04
URI	Aug-09	-0.066666667	2009-08
URI	Sep-09	0.6	2009-09
URI	Oct-09	0.2	2009-10
URI	Nov-09	0.320875421	2009-11
URI	Feb-10	0.16	2010-02
URI	Mar-10	0.25	2010-03
URI	Apr-10	0.433333333	2010-04
URI	Jun-10	0.0625	2010-06
URI	Jul-10	0.338888889	2010-07
URI	Aug-10	0.25	2010-08
URI	Sep-10	0.344444444	2010-09
URI	Oct-10	0.2175	2010-10
URI	Nov-10	0.264444444	2010-11
URI	Dec-10	0.545	2010-12
URI	Jan-11	0.225	2011-01
URI	Feb-11	0.333333333	2011-02
URI	Mar-11	0.335714286	2011-03
URI	Apr-11	0.155902778	2011-04
URI	May-11	0.055324074	2011-05
URI	Jun-11	-0.016666667	2011-06
URI	Jul-11	0.213898601	2011-07
URI	Aug-11	0.348125	2011-08
URI	Sep-11	0.211942857	2011-09
URI	Oct-11	0.24991533	2011-10
URI	Nov-11	0.273664216	2011-11
URI	Dec-11	0.412656642	2011-12
URI	Jan-12	0.35657974	2012-01
URI	Feb-12	0.272674892	2012-02
URI	Mar-12	0.252658108	2012-03
URI	Apr-12	0.28826312	2012-04
URI	May-12	0.276913889	2012-05
URI	Jun-12	0.308872156	2012-06
URI	Jul-12	0.32790999	2012-07
URI	Aug-12	0.285469467	2012-08
URI	Sep-12	0.370909646	2012-09
URI	Oct-12	0.317528281	2012-10
URI	Nov-12	0.224902778	2012-11
URI	Dec-12	0.385037122	2012-12
URI	Jan-13	0.345774053	2013-01
URI	Feb-13	0.315597452	2013-02
URI	Mar-13	0.337052432	2013-03
URI	Apr-13	0.338887299	2013-04
URI	May-13	0.366885522	2013-05
URI	Jun-13	0.183820346	2013-06
URI	Jul-13	0.338612103	2013-07
URI	Aug-13	0.464444444	2013-08
URI	Sep-13	0.519949495	2013-09
URI	Oct-13	0.160675622	2013-10
URI	Nov-13	0.271840659	2013-11
URI	Dec-13	0.377023596	2013-12
URI	Jan-14	0.236727573	2014-01
URI	Feb-14	0.370719847	2014-02
URI	Mar-14	0.288998784	2014-03
URI	Apr-14	0.334514126	2014-04
URI	May-14	0.308156915	2014-05
URI	Jun-14	0.337604167	2014-06
URI	Jul-14	0.273205211	2014-07
URI	Aug-14	0.258018128	2014-08
URI	Sep-14	0.345254821	2014-09
URI	Oct-14	0.255485086	2014-10
URI	Nov-14	0.344745801	2014-11
URI	Dec-14	0.367940455	2014-12
URI	Jan-15	0.337663797	2015-01
URI	Feb-15	0.663212798	2015-02
URI	Mar-15	0.643326455	2015-03
URI	Apr-15	0.459244289	2015-04
URI	May-15	0.111282728	2015-05
URI	Jun-15	0.310608183	2015-06
URI	Jul-15	0.344010151	2015-07
URI	Aug-15	0.408648179	2015-08
URI	Sep-15	0.477613812	2015-09
URI	Oct-15	0.418781587	2015-10
URI	Nov-15	0.596237564	2015-11
URI	Dec-15	0.537185388	2015-12
URI	Jan-16	0.338141157	2016-01
URI	Feb-16	0.481857669	2016-02
URI	Mar-16	0.396062331	2016-03
URI	Apr-16	0.384740108	2016-04
URI	May-16	0.423198327	2016-05
URI	Jun-16	0.352902611	2016-06
URI	Jul-16	0.460063797	2016-07
URI	Aug-16	0.564933862	2016-08
URI	Sep-16	0.499789272	2016-09
URI	Oct-16	0.257912331	2016-10
URI	Nov-16	0.444897457	2016-11
URI	Dec-16	0.487688276	2016-12
URI	Jan-17	0.278164906	2017-01
URI	Feb-17	0.256954321	2017-02
URI	Mar-17	0.404461631	2017-03
URI	Apr-17	0.288765841	2017-04
URI	May-17	0.289375528	2017-05
URI	Jun-17	0.436741855	2017-06
URI	Jul-17	0.416829004	2017-07
URI	Aug-17	0.337616883	2017-08
URI	Sep-17	0.405893963	2017-09
URI	Oct-17	0.441339459	2017-10
URI	Nov-17	0.458795761	2017-11
URI	Dec-17	0.39067979	2017-12
URI	Jan-18	0.172988674	2018-01
URI	Feb-18	0.282999943	2018-02
URI	Mar-18	0.284332992	2018-03
URI	Apr-18	0.170285716	2018-04
URI	May-18	0.325029269	2018-05
URI	Jun-18	0.161856984	2018-06
URI	Jul-18	0.282298834	2018-07
URI	Aug-18	0.235919795	2018-08
URI	Sep-18	0.235194596	2018-09
URI	Oct-18	0.269946287	2018-10
URI	Nov-18	0.246872475	2018-11
URI	Dec-18	0.166406555	2018-12
URI	Jan-19	0.216531975	2019-01
URI	Feb-19	0.045296903	2019-02
URI	Mar-19	0.325808502	2019-03
URI	Apr-19	0.298323495	2019-04
URI	May-19	0.371397569	2019-05
URI	Jun-19	0.25373807	2019-06
URI	Jul-19	0.21676156	2019-07
URI	Aug-19	0.247730079	2019-08
URI	Sep-19	0.330657277	2019-09
URI	Oct-19	0.181066357	2019-10
URI	Nov-19	0.179706303	2019-11
URI	Dec-19	0.353200285	2019-12
URI	Jan-20	0.19534081	2020-01
URI	Feb-20	0.237207341	2020-02
URI	Mar-20	0.162229238	2020-03
URI	Apr-20	0.170185185	2020-04
USB	Jul-08	0.266666667	2008-07
USB	Nov-08	0.116666667	2008-11
USB	Jan-09	0.264962121	2009-01
USB	Feb-09	-0.017045455	2009-02
USB	Mar-09	0.30870202	2009-03
USB	Apr-09	0.159864354	2009-04
USB	May-09	0.127954392	2009-05
USB	Jun-09	0.283857809	2009-06
USB	Jul-09	0.134717366	2009-07
USB	Aug-09	0.13104317	2009-08
USB	Sep-09	-0.000757576	2009-09
USB	Oct-09	0.115677275	2009-10
USB	Nov-09	0.297348485	2009-11
USB	Dec-09	0.236375661	2009-12
USB	Jan-10	0.140393519	2010-01
USB	Feb-10	0.075	2010-02
USB	Mar-10	0.078754579	2010-03
USB	Apr-10	0.322307692	2010-04
USB	May-10	0.090277778	2010-05
USB	Jun-10	0.369	2010-06
USB	Jul-10	0.165083333	2010-07
USB	Aug-10	-0.28125	2010-08
USB	Sep-10	0.13968254	2010-09
USB	Oct-10	-0.089653366	2010-10
USB	Nov-10	0.361666667	2010-11
USB	Dec-10	0.269948533	2010-12
USB	Jan-11	0.223386949	2011-01
USB	Feb-11	0.208922527	2011-02
USB	Mar-11	0.2155817	2011-03
USB	Apr-11	0.222718254	2011-04
USB	May-11	0.190754532	2011-05
USB	Jun-11	0.197813307	2011-06
USB	Jul-11	0.235506536	2011-07
USB	Aug-11	0.213405291	2011-08
USB	Sep-11	0.227342404	2011-09
USB	Oct-11	0.197417464	2011-10
USB	Nov-11	0.208849843	2011-11
USB	Dec-11	0.230420268	2011-12
USB	Jan-12	0.195633796	2012-01
USB	Feb-12	0.292304422	2012-02
USB	Mar-12	0.176080166	2012-03
USB	Apr-12	0.261242606	2012-04
USB	May-12	0.1870353	2012-05
USB	Jun-12	0.13314999	2012-06
USB	Jul-12	0.205472574	2012-07
USB	Aug-12	0.385213384	2012-08
USB	Sep-12	0.289670762	2012-09
USB	Oct-12	0.313563153	2012-10
USB	Nov-12	0.156833637	2012-11
USB	Dec-12	0.22772583	2012-12
USB	Jan-13	0.241373531	2013-01
USB	Feb-13	0.235940402	2013-02
USB	Mar-13	0.298275968	2013-03
USB	Apr-13	0.214206712	2013-04
USB	May-13	0.226306037	2013-05
USB	Jun-13	0.240633146	2013-06
USB	Jul-13	0.320278803	2013-07
USB	Aug-13	0.148388648	2013-08
USB	Sep-13	0.333536337	2013-09
USB	Oct-13	0.339378205	2013-10
USB	Nov-13	0.17908056	2013-11
USB	Dec-13	0.321314659	2013-12
USB	Jan-14	0.172653943	2014-01
USB	Feb-14	0.25114745	2014-02
USB	Mar-14	0.280789248	2014-03
USB	Apr-14	0.283979284	2014-04
USB	May-14	0.273509109	2014-05
USB	Jun-14	0.325479025	2014-06
USB	Jul-14	0.292510978	2014-07
USB	Aug-14	0.189285714	2014-08
USB	Sep-14	0.238702179	2014-09
USB	Oct-14	0.228317119	2014-10
USB	Nov-14	0.290749863	2014-11
USB	Dec-14	0.339205174	2014-12
USB	Jan-15	0.329693046	2015-01
USB	Feb-15	0.349687084	2015-02
USB	Mar-15	-0.081147922	2015-03
USB	Apr-15	0.252994962	2015-04
USB	May-15	0.139778931	2015-05
USB	Jun-15	0.320495915	2015-06
USB	Jul-15	0.285471507	2015-07
USB	Aug-15	0.235841763	2015-08
USB	Sep-15	0.26850089	2015-09
USB	Oct-15	0.184057043	2015-10
USB	Nov-15	0.219269531	2015-11
USB	Dec-15	0.250686942	2015-12
USB	Jan-16	0.197017478	2016-01
USB	Feb-16	0.425814568	2016-02
USB	Mar-16	0.391548237	2016-03
USB	Apr-16	0.369467136	2016-04
USB	May-16	0.1289287	2016-05
USB	Jun-16	0.306899512	2016-06
USB	Jul-16	0.242726745	2016-07
USB	Aug-16	0.044216873	2016-08
USB	Sep-16	0.138104778	2016-09
USB	Oct-16	0.183501225	2016-10
USB	Nov-16	0.196869462	2016-11
USB	Dec-16	0.325401433	2016-12
USB	Jan-17	0.307278444	2017-01
USB	Feb-17	0.392518122	2017-02
USB	Mar-17	0.342465244	2017-03
USB	Apr-17	0.287500767	2017-04
USB	May-17	0.332195531	2017-05
USB	Jun-17	0.336137275	2017-06
USB	Jul-17	0.238941084	2017-07
USB	Aug-17	0.112977263	2017-08
USB	Sep-17	0.226962482	2017-09
USB	Oct-17	0.295594216	2017-10
USB	Nov-17	0.322196776	2017-11
USB	Dec-17	0.151322645	2017-12
USB	Jan-18	0.16221777	2018-01
USB	Feb-18	0.256087914	2018-02
USB	Mar-18	0.185027548	2018-03
USB	Apr-18	0.187514215	2018-04
USB	May-18	0.144655196	2018-05
USB	Jun-18	0.205082086	2018-06
USB	Jul-18	0.223313189	2018-07
USB	Aug-18	0.242403642	2018-08
USB	Sep-18	0.101035774	2018-09
USB	Oct-18	0.268732792	2018-10
USB	Nov-18	0.345939419	2018-11
USB	Dec-18	0.228383838	2018-12
USB	Jan-19	0.125742013	2019-01
USB	Feb-19	0.100552278	2019-02
USB	Mar-19	0.205106434	2019-03
USB	Apr-19	0.174066937	2019-04
USB	May-19	0.266391457	2019-05
USB	Jun-19	0.22897348	2019-06
USB	Jul-19	0.262672974	2019-07
USB	Aug-19	0.176947724	2019-08
USB	Sep-19	0.238085632	2019-09
USB	Oct-19	0.291971854	2019-10
USB	Nov-19	0.253815905	2019-11
USB	Dec-19	0.285960242	2019-12
USB	Jan-20	0.256951731	2020-01
USB	Feb-20	0.125476354	2020-02
USB	Mar-20	0.164460112	2020-03
USB	Apr-20	-0.100238095	2020-04
UTX	Jul-08	0.238055556	2008-07
UTX	Dec-08	0.350378788	2008-12
UTX	Feb-09	0.06875	2009-02
UTX	Mar-09	0.075	2009-03
UTX	Apr-09	0.2125	2009-04
UTX	May-09	0.1353125	2009-05
UTX	Jun-09	0.148375	2009-06
UTX	Jul-09	0.061282051	2009-07
UTX	Aug-09	0.456666667	2009-08
UTX	Sep-09	0.111805556	2009-09
UTX	Oct-09	0.24156746	2009-10
UTX	Nov-09	0.265473485	2009-11
UTX	Dec-09	0.438690476	2009-12
UTX	Jan-10	0.242039627	2010-01
UTX	Feb-10	0.325	2010-02
UTX	Mar-10	0.236160714	2010-03
UTX	Apr-10	0.284786255	2010-04
UTX	May-10	0.056282051	2010-05
UTX	Jun-10	-0.078571429	2010-06
UTX	Jul-10	0.219107143	2010-07
UTX	Aug-10	0.4	2010-08
UTX	Sep-10	-0.097916667	2010-09
UTX	Oct-10	0.368578089	2010-10
UTX	Nov-10	0.523569024	2010-11
UTX	Dec-10	0.479583333	2010-12
UTX	Jan-11	0.235726334	2011-01
UTX	Feb-11	0.227317291	2011-02
UTX	Mar-11	0.368363095	2011-03
UTX	Apr-11	0.316642023	2011-04
UTX	May-11	0.114955814	2011-05
UTX	Jun-11	0.354098872	2011-06
UTX	Jul-11	0.308310213	2011-07
UTX	Aug-11	0.267601411	2011-08
UTX	Sep-11	0.219205579	2011-09
UTX	Oct-11	0.244010488	2011-10
UTX	Nov-11	0.361343842	2011-11
UTX	Dec-11	0.401537447	2011-12
UTX	Jan-12	0.389093692	2012-01
UTX	Feb-12	0.293369408	2012-02
UTX	Mar-12	0.182369205	2012-03
UTX	Apr-12	0.148891695	2012-04
UTX	May-12	0.20218254	2012-05
UTX	Jun-12	0.107951969	2012-06
UTX	Jul-12	0.294074051	2012-07
UTX	Aug-12	0.382596944	2012-08
UTX	Sep-12	0.360867528	2012-09
UTX	Oct-12	0.209260277	2012-10
UTX	Nov-12	0.380867294	2012-11
UTX	Dec-12	0.378224133	2012-12
UTX	Jan-13	0.347038715	2013-01
UTX	Feb-13	0.356762127	2013-02
UTX	Mar-13	0.203335596	2013-03
UTX	Apr-13	0.261680593	2013-04
UTX	May-13	0.305263498	2013-05
UTX	Jun-13	0.292705477	2013-06
UTX	Jul-13	0.325290414	2013-07
UTX	Aug-13	0.259454027	2013-08
UTX	Sep-13	0.328877152	2013-09
UTX	Oct-13	0.187544322	2013-10
UTX	Nov-13	0.234656707	2013-11
UTX	Dec-13	0.178583517	2013-12
UTX	Jan-14	0.252363962	2014-01
UTX	Feb-14	0.292066811	2014-02
UTX	Mar-14	0.319841218	2014-03
UTX	Apr-14	0.242272702	2014-04
UTX	May-14	0.294156254	2014-05
UTX	Jun-14	0.104428653	2014-06
UTX	Jul-14	0.261013356	2014-07
UTX	Aug-14	0.313857489	2014-08
UTX	Sep-14	0.289172188	2014-09
UTX	Oct-14	0.278522242	2014-10
UTX	Nov-14	0.293661999	2014-11
UTX	Dec-14	0.292462508	2014-12
UTX	Jan-15	0.233949462	2015-01
UTX	Feb-15	0.143814214	2015-02
UTX	Mar-15	0.20398183	2015-03
UTX	Apr-15	0.281938185	2015-04
UTX	May-15	0.150754593	2015-05
UTX	Jun-15	0.194377307	2015-06
UTX	Jul-15	0.096854706	2015-07
UTX	Aug-15	0.175577667	2015-08
UTX	Sep-15	0.193376027	2015-09
UTX	Oct-15	0.124750554	2015-10
UTX	Nov-15	0.276399719	2015-11
UTX	Dec-15	0.205937252	2015-12
UTX	Jan-16	0.243136333	2016-01
UTX	Feb-16	0.361033475	2016-02
UTX	Mar-16	0.363646662	2016-03
UTX	Apr-16	0.350178144	2016-04
UTX	May-16	0.327263781	2016-05
UTX	Jun-16	0.276906137	2016-06
UTX	Jul-16	0.388511463	2016-07
UTX	Aug-16	0.301853771	2016-08
UTX	Sep-16	0.329292457	2016-09
UTX	Oct-16	0.350432174	2016-10
UTX	Nov-16	0.383355385	2016-11
UTX	Dec-16	0.2924631	2016-12
UTX	Jan-17	0.383930682	2017-01
UTX	Feb-17	0.310739393	2017-02
UTX	Mar-17	0.366494981	2017-03
UTX	Apr-17	0.302345015	2017-04
UTX	May-17	0.262230307	2017-05
UTX	Jun-17	0.23674752	2017-06
UTX	Jul-17	0.208242594	2017-07
UTX	Aug-17	0.215240155	2017-08
UTX	Sep-17	0.248503534	2017-09
UTX	Oct-17	0.362729153	2017-10
UTX	Nov-17	0.318340557	2017-11
UTX	Dec-17	0.279732651	2017-12
UTX	Jan-18	0.290621978	2018-01
UTX	Feb-18	0.202383322	2018-02
UTX	Mar-18	0.163804526	2018-03
UTX	Apr-18	0.232850141	2018-04
UTX	May-18	0.178337966	2018-05
UTX	Jun-18	0.064719594	2018-06
UTX	Jul-18	0.177164934	2018-07
UTX	Aug-18	0.110630062	2018-08
UTX	Sep-18	0.187512991	2018-09
UTX	Oct-18	0.155424111	2018-10
UTX	Nov-18	0.210916067	2018-11
UTX	Dec-18	0.166107651	2018-12
UTX	Jan-19	0.139428197	2019-01
UTX	Feb-19	0.135196306	2019-02
UTX	Mar-19	0.388752944	2019-03
UTX	Apr-19	0.381240036	2019-04
UTX	May-19	0.19642183	2019-05
UTX	Jun-19	0.235804824	2019-06
UTX	Jul-19	0.279952145	2019-07
UTX	Aug-19	0.212098144	2019-08
UTX	Sep-19	0.269365262	2019-09
UTX	Oct-19	0.270732373	2019-10
UTX	Nov-19	0.292371292	2019-11
UTX	Dec-19	0.323153969	2019-12
UTX	Jan-20	0.285353157	2020-01
UTX	Feb-20	0.247750125	2020-02
UTX	Mar-20	0.208235804	2020-03
UTX	Apr-20	0.170633599	2020-04
V	Jul-12	0.269756754	2012-07
V	Aug-12	0.261297861	2012-08
V	Sep-12	0.246014298	2012-09
V	Oct-12	0.263572431	2012-10
V	Nov-12	0.288932858	2012-11
V	Dec-12	0.344489948	2012-12
V	Jan-13	0.198194987	2013-01
V	Feb-13	0.275542065	2013-02
V	Mar-13	0.278935517	2013-03
V	Apr-13	0.387133636	2013-04
V	May-13	0.33305117	2013-05
V	Jun-13	0.33262031	2013-06
V	Jul-13	0.279775166	2013-07
V	Aug-13	0.205552672	2013-08
V	Sep-13	0.331306365	2013-09
V	Oct-13	0.323198316	2013-10
V	Nov-13	0.302233694	2013-11
V	Dec-13	0.174529275	2013-12
V	Jan-14	0.258570964	2014-01
V	Feb-14	0.271437284	2014-02
V	Mar-14	0.258745164	2014-03
V	Apr-14	0.212795863	2014-04
V	May-14	0.264775603	2014-05
V	Jun-14	0.166563584	2014-06
V	Jul-14	0.236125542	2014-07
V	Aug-14	0.251707917	2014-08
V	Sep-14	0.282850672	2014-09
V	Oct-14	0.295821018	2014-10
V	Nov-14	0.277758131	2014-11
V	Dec-14	0.308866848	2014-12
V	Jan-15	0.271349095	2015-01
V	Feb-15	0.280718812	2015-02
V	Mar-15	0.260245847	2015-03
V	Apr-15	0.287865831	2015-04
V	May-15	0.226606284	2015-05
V	Jun-15	0.218936044	2015-06
V	Jul-15	0.190182587	2015-07
V	Aug-15	0.202561124	2015-08
V	Sep-15	0.131016439	2015-09
V	Oct-15	0.229352727	2015-10
V	Nov-15	0.248817611	2015-11
V	Dec-15	0.236441126	2015-12
V	Jan-16	0.208150368	2016-01
V	Feb-16	0.225858246	2016-02
V	Mar-16	0.259214569	2016-03
V	Apr-16	0.299095002	2016-04
V	May-16	0.337262937	2016-05
V	Jun-16	0.299801664	2016-06
V	Jul-16	0.332041362	2016-07
V	Aug-16	0.343137948	2016-08
V	Sep-16	0.235247955	2016-09
V	Oct-16	0.174575278	2016-10
V	Nov-16	0.180407853	2016-11
V	Dec-16	0.209036728	2016-12
V	Jan-17	0.222965804	2017-01
V	Feb-17	0.195336227	2017-02
V	Mar-17	0.172504129	2017-03
V	Apr-17	0.15097721	2017-04
V	May-17	0.172971241	2017-05
V	Jun-17	0.167831488	2017-06
V	Jul-17	0.179513246	2017-07
V	Aug-17	0.157464243	2017-08
V	Sep-17	0.138964277	2017-09
V	Oct-17	0.142512011	2017-10
V	Nov-17	0.175985989	2017-11
V	Dec-17	0.177835612	2017-12
V	Jan-18	0.209974376	2018-01
V	Feb-18	0.251795776	2018-02
V	Mar-18	0.28245323	2018-03
V	Apr-18	0.267016369	2018-04
V	May-18	0.31999745	2018-05
V	Jun-18	0.259238675	2018-06
V	Jul-18	0.275309585	2018-07
V	Aug-18	0.260098296	2018-08
V	Sep-18	0.286408314	2018-09
V	Oct-18	0.227278979	2018-10
V	Nov-18	0.232621635	2018-11
V	Dec-18	0.201032469	2018-12
V	Jan-19	0.174653342	2019-01
V	Feb-19	0.131411403	2019-02
V	Mar-19	0.287128225	2019-03
V	Apr-19	0.247098098	2019-04
V	May-19	0.214929071	2019-05
V	Jun-19	0.300825862	2019-06
V	Jul-19	0.260022043	2019-07
V	Aug-19	0.297691166	2019-08
V	Sep-19	0.271099408	2019-09
V	Oct-19	0.257190491	2019-10
V	Nov-19	0.311701558	2019-11
V	Dec-19	0.291200203	2019-12
V	Jan-20	0.29398718	2020-01
V	Feb-20	0.258132562	2020-02
V	Mar-20	0.218523737	2020-03
VAR	Apr-08	0.075	2008-04
VAR	Dec-08	0.611111111	2008-12
VAR	Jan-09	0.121666667	2009-01
VAR	Feb-09	-0.112337662	2009-02
VAR	Mar-09	0.094444444	2009-03
VAR	Apr-09	0.513666667	2009-04
VAR	May-09	0.333576389	2009-05
VAR	Jun-09	0.336071429	2009-06
VAR	Jul-09	0.13875	2009-07
VAR	Aug-09	0.216666667	2009-08
VAR	Sep-09	-0.163611111	2009-09
VAR	Oct-09	-0.100818452	2009-10
VAR	Nov-09	0.028544372	2009-11
VAR	Dec-09	-0.029615385	2009-12
VAR	Jan-10	-0.3875	2010-01
VAR	Feb-10	0.399642857	2010-02
VAR	Mar-10	-0.09375	2010-03
VAR	Apr-10	0.042958604	2010-04
VAR	May-10	0.02024196	2010-05
VAR	Jun-10	0.089285714	2010-06
VAR	Jul-10	-0.015	2010-07
VAR	Aug-10	-0.006944444	2010-08
VAR	Sep-10	0.445	2010-09
VAR	Oct-10	0.054318182	2010-10
VAR	Nov-10	0.147916667	2010-11
VAR	Dec-10	-0.166067708	2010-12
VAR	Jan-11	0.163333333	2011-01
VAR	Feb-11	0.259615385	2011-02
VAR	Mar-11	0.102804233	2011-03
VAR	Apr-11	0.246577381	2011-04
VAR	May-11	0.281776094	2011-05
VAR	Jun-11	0.01556713	2011-06
VAR	Jul-11	0.204285714	2011-07
VAR	Aug-11	0.007649411	2011-08
VAR	Sep-11	-0.040625	2011-09
VAR	Oct-11	0.151481481	2011-10
VAR	Nov-11	0.232738095	2011-11
VAR	Dec-11	0.172534014	2011-12
VAR	Jan-12	0.354228671	2012-01
VAR	Feb-12	0.319037598	2012-02
VAR	Mar-12	0.269637807	2012-03
VAR	Apr-12	0.342708333	2012-04
VAR	May-12	-0.011692708	2012-05
VAR	Jun-12	0.181944444	2012-06
VAR	Jul-12	0.075833333	2012-07
VAR	Aug-12	0.316666667	2012-08
VAR	Sep-12	0.264268707	2012-09
VAR	Oct-12	0.370486439	2012-10
VAR	Nov-12	0.272790909	2012-11
VAR	Dec-12	0.2300548	2012-12
VAR	Jan-13	0.338984488	2013-01
VAR	Feb-13	0.30986051	2013-02
VAR	Mar-13	0.281122449	2013-03
VAR	Apr-13	0.151785714	2013-04
VAR	May-13	0.175980392	2013-05
VAR	Jun-13	0.277878788	2013-06
VAR	Jul-13	0.332895833	2013-07
VAR	Aug-13	0.168333333	2013-08
VAR	Sep-13	0.085555556	2013-09
VAR	Oct-13	0.189246032	2013-10
VAR	Nov-13	0.423148148	2013-11
VAR	Dec-13	0.348376623	2013-12
VAR	Jan-14	0.205614177	2014-01
VAR	Feb-14	0.31409878	2014-02
VAR	Mar-14	0.102913753	2014-03
VAR	Apr-14	0.25462963	2014-04
VAR	May-14	0.217222222	2014-05
VAR	Jun-14	-0.034891775	2014-06
VAR	Jul-14	0.27041847	2014-07
VAR	Aug-14	0.07706044	2014-08
VAR	Sep-14	0.065965909	2014-09
VAR	Oct-14	0.134111183	2014-10
VAR	Nov-14	0.375436837	2014-11
VAR	Dec-14	0.410860111	2014-12
VAR	Jan-15	0.281958597	2015-01
VAR	Feb-15	0.356321788	2015-02
VAR	Mar-15	0.300132937	2015-03
VAR	Apr-15	0.150194234	2015-04
VAR	May-15	0.218781145	2015-05
VAR	Jun-15	0.247577948	2015-06
VAR	Jul-15	0.214041667	2015-07
VAR	Aug-15	0.358874459	2015-08
VAR	Sep-15	0.099555556	2015-09
VAR	Oct-15	0.279943182	2015-10
VAR	Nov-15	0.189416667	2015-11
VAR	Dec-15	0.06875	2015-12
VAR	Jan-16	0.207924431	2016-01
VAR	Feb-16	0.248057185	2016-02
VAR	Mar-16	0.244309712	2016-03
VAR	Apr-16	0.250186716	2016-04
VAR	May-16	0.257836851	2016-05
VAR	Jun-16	0.317790742	2016-06
VAR	Jul-16	0.279489364	2016-07
VAR	Aug-16	0.304038041	2016-08
VAR	Sep-16	0.265444375	2016-09
VAR	Oct-16	0.295612314	2016-10
VAR	Nov-16	0.322038872	2016-11
VAR	Dec-16	0.236069652	2016-12
VAR	Jan-17	0.313970136	2017-01
VAR	Feb-17	0.285705128	2017-02
VAR	Mar-17	0.236622174	2017-03
VAR	Apr-17	0.226793531	2017-04
VAR	May-17	0.29994681	2017-05
VAR	Jun-17	0.290389328	2017-06
VAR	Jul-17	0.200383316	2017-07
